"plot","old_plot","year","month","day","date","survey_date","start_time1","start_time1.1","end_time1","end_time1.1","type","duration","region","region_code","subregion","subregion_code","zone","cluster","cluster_size","survey_method","Tylercomment","quality1","quality2","quality1_date","quality2_date","prop_surveyed","Selection_Method","Sighting_code","species","group","final_nests","final_centroids","final_decision_comment","Count_Nests_found","Count_Probable_nest","Count_Pairs","Count_Male","Count_Female","Count_Unknown_sex","Incidentals.Off_Plot_Birds_Seen_Y.N","GIS_UTM_ZONE","UTM_SW_Easting","UTM_SW_Northing","UTM_NW_Easting","UTM_NW_Northing","UTM_NE_Easting","UTM_NE_Northing","UTM_SE_Easting","UTM_SE_Northing","plot_area","snow_cover","habitat","X1.Region","X2.Zone","X3.Plot","X4.Area","X5.Land","X6.Elev","X7.Hab","X8.Pgood","X9.Pfair","X10.Ppoor","X12.UniqueZone","X11.UniqueZone","number","plotID","camp"
"PBP-INT1C15","PBP-IntC",2015,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,3,"","September 1, 2019",NA,"field selected","0","BBPL","Shorebirds",0,1,"2 SAND nests <10m outside of plot",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,516521.0904,8403198.091,516521.0904,8403598.091,516821.0904,8403598.091,516821.0904,8403198.091,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT1C15.2015","PBP"
"PBP-INT2A17","PBP-INT2A17",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,NA,"","",NA,"GIS selected","0","PESA","Shorebirds",1,0,"Nest RD31PESA17 ",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,517707,8404627,517707,8405027,518007,8405027,518007,8404627,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT2A17.2017","PBP"
"PBP-INT2A17","PBP-INT2A17",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,NA,"","",NA,"GIS selected","0","WRSA","Shorebirds",1,0,"Nest LF11WRSA17",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,517707,8404627,517707,8405027,518007,8405027,518007,8404627,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT2A17.2017","PBP"
"PBP-INT2A18","PBP-INT2A18",2018,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",0,NA,"May 1, 2018","",NA,"field selected","0","SAND","Shorebirds",1,0,"Nest ID: PW19SAND18",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,516500,8405521,516500,8405921,516800,8405921,516800,8405521,0.12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT2A18.2018","PBP"
"PBP-INT2A18","PBP-INT2A18",2018,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",0,NA,"May 1, 2018","",NA,"field selected","0","WRSA","Shorebirds",1,0,"Nest ID: RJ13WRSA18",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,516500,8405521,516500,8405921,516800,8405921,516800,8405521,0.12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT2A18.2018","PBP"
"PBP-INT2B15","PBP-IntB",2015,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,1,"","September 1, 2019",NA,"field selected","0","REPH","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,517453.9087,8404768.312,517453.9087,8405168.312,517753.9087,8405168.312,517753.9087,8404768.312,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT2B15.2015","PBP"
"PBP-INT2B17","PBP-INT2B17",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,NA,"","",NA,"GIS selected","0","WRSA","Shorebirds",1,0,"Nest AR17WRSA17",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,517545,8403893,517545,8404293,517845,8404293,517845,8403893,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT2B17.2017","PBP"
"PBP-INT2B17","PBP-INT2B17",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,NA,"","",NA,"GIS selected","0","SAND","Shorebirds",1,0,"Nest AR16SAND17",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,517545,8403893,517545,8404293,517845,8404293,517845,8403893,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT2B17.2017","PBP"
"PBP-INT2B18","PBP-INT2B18",2018,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",0,NA,"May 1, 2018","",NA,"field selected","0","SAND","Shorebirds",2,0,"Nest ID: DC21SAND18, JE12SAND18",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,516747,8404596,516747,8404996,517047,8404996,517047,8404596,0.12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"PBP-INT2B18.2018","PBP"
"PBP-INT2C16","PBP-INT-2C",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,1,"","September 1, 2019",NA,"GIS selected","0","REPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,517477,8405138,517477,8405538,517777,8405538,517777,8405138,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT2C16.2016","PBP"
"QMW-IntA","QMINT1-1",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4443_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,3,"","September 30, 2019",NA,"field selected","0","AMGP","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,590399,7497277,590399,7497875,590599,7497877,590599,7497278,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntA.2005","QMW"
"QMW-IntA","QMINT1-1",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4443_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,3,"","September 30, 2019",NA,"field selected","0","SESA","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,590399,7497277,590399,7497875,590599,7497877,590599,7497278,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"QMW-IntA.2005","QMW"
"QMW-IntB","QMINT1-2",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,1,"","September 30, 2019",NA,"field selected","0","DUNL","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589833,7496896,589833,7497191,590232,7497185,590231,7496896,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntB.2005","QMW"
"QMW-IntB","QMINT1-2",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,1,"","September 30, 2019",NA,"field selected","0","PESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589833,7496896,589833,7497191,590232,7497185,590231,7496896,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntB.2005","QMW"
"QMW-IntB","QMINT1-2",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,1,"","September 30, 2019",NA,"field selected","0","REPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589833,7496896,589833,7497191,590232,7497185,590231,7496896,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntB.2005","QMW"
"QMW-IntB","QMINT1-2",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,1,"","September 30, 2019",NA,"field selected","0","SESA","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589833,7496896,589833,7497191,590232,7497185,590231,7496896,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntB.2005","QMW"
"QMW-IntC","QMINT1-3",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,1,"","September 30, 2019",NA,"field selected","0","DUNL","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589442,7497302,589441,7497601,589842,7497602,589842,7497302,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntC.2005","QMW"
"QMW-IntC","QMINT1-3",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,1,"","September 30, 2019",NA,"field selected","0","REPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589442,7497302,589441,7497601,589842,7497602,589842,7497302,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntC.2005","QMW"
"QMW-IntD","QMINT1-4",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,1,"","September 30, 2019",NA,"field selected","0","PESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589060,7497711,589060,7498013,589460,7498013,589460,7497711,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntD.2005","QMW"
"QMW-IntD","QMINT1-4",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,1,"","September 30, 2019",NA,"field selected","0","SESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589060,7497711,589060,7498013,589460,7498013,589460,7497711,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntD.2005","QMW"
"QMW-IntE","QMINT1-5",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","DUNL","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589846,7498102,589846,7498402,590246,7498401,590244,7498107,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntE.2005","QMW"
"QMW-IntE","QMINT1-5",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","SESA","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589846,7498102,589846,7498402,590246,7498401,590244,7498107,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntE.2005","QMW"
"QMW-IntF","QMINT1-6",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","4378_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","SESA","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,589770,7498468,589770,7498769,590170,7498769,590171,7498466,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"QMW-IntF.2005","QMW"
"QMW-IntG","QMINT2-1",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5678_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,3,"","September 30, 2019",NA,"field selected","0","BBSA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,621009,7503474,621009,7503474,621409,7503774,621409,7503474,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntG.2005","QMW"
"QMW-IntG","QMINT2-1",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5678_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,3,"","September 30, 2019",NA,"field selected","0","RNPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,621009,7503474,621009,7503474,621409,7503774,621409,7503474,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntG.2005","QMW"
"QMW-IntG","QMINT2-1",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5678_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,3,"","September 30, 2019",NA,"field selected","0","SESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,621009,7503474,621009,7503474,621409,7503774,621409,7503474,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntG.2005","QMW"
"QMW-IntH","QMINT2-2",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5678_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","DUNL","Shorebirds",2,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,620872,7503092,620872,7503392,621323,7503392,621272,7503092,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"QMW-IntH.2005","QMW"
"QMW-IntH","QMINT2-2",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5678_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","PESA","Shorebirds",3,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,620872,7503092,620872,7503392,621323,7503392,621272,7503092,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"QMW-IntH.2005","QMW"
"QMW-IntH","QMINT2-2",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5678_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","RNPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,620872,7503092,620872,7503392,621323,7503392,621272,7503092,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntH.2005","QMW"
"QMW-IntI","QMINT2-3",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5677_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","DUNL","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,621330,7502645,621330,7502945,621736,7502945,621730,7502645,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntI.2005","QMW"
"QMW-IntI","QMINT2-3",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5677_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","PESA","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,621330,7502645,621330,7502945,621736,7502945,621730,7502645,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntI.2005","QMW"
"QMW-IntI","QMINT2-3",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5677_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","REPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,621330,7502645,621330,7502945,621736,7502945,621730,7502645,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntI.2005","QMW"
"QMW-IntI","QMINT2-3",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5677_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","RNPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,621330,7502645,621330,7502945,621736,7502945,621730,7502645,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntI.2005","QMW"
"QMW-IntJ","QMINT2-4",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5677_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","REPH","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,621385,7502223,621385,7502523,621785,7502523,621785,7502223,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"QMW-IntJ.2005","QMW"
"QMW-IntJ","QMINT2-4",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5677_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","RNPH","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,621385,7502223,621385,7502523,621785,7502523,621785,7502223,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntJ.2005","QMW"
"QMW-IntK","QMINT2-5",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud west","8.1","5677_QMG_W_R8",NA,NA,"not applicable - final decision","",NA,2,"","September 30, 2019",NA,"field selected","0","PESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",13,622032,7502565,622032,7502865,622432,7502865,622432,7502565,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"QMW-IntK.2005","QMW"
"SHI-IntA","Int-1-4A (SHI#1 A)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","14733_A_R4",NA,NA,"not applicable - final decision","",NA,2,"","May 1, 2016",NA,"GIS selected","0","REPH","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,449914.9418,7069197.241,450263.1505,7069164.428,450230.3378,7068816.22,NA,NA,0.1225,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SHI-IntA.2004","SHI"
"SHI-IntB","Int-1-4B (SHI#1 B)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","14734_A_R4",NA,NA,"not applicable - final decision","",NA,3,"","May 1, 2016",NA,"GIS selected","0","DUNL","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,451274.9588,7068717.784,451623.1641,7068684.972,451590.3527,7068336.767,NA,NA,0.1225,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SHI-IntB.2004","SHI"
"SHI-IntB","Int-1-4B (SHI#1 B)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","14734_A_R4",NA,NA,"not applicable - final decision","",NA,3,"","May 1, 2016",NA,"GIS selected","0","REPH","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,451274.9588,7068717.784,451623.1641,7068684.972,451590.3527,7068336.767,NA,NA,0.1225,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SHI-IntB.2004","SHI"
"SHI-IntC","Int-1-4C (SHI#1 C)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","14948_A_R4",NA,NA,"not applicable - final decision","",NA,2,"","May 1, 2016",NA,"GIS selected","0","REPH","Shorebirds",1,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,451209.3368,7068021.372,451557.5422,7067988.562,451524.7326,7067640.357,NA,NA,0.1225,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"SHI-IntC.2004","SHI"
"SHI-IntC","Int-1-4C (SHI#1 C)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","14948_A_R4",NA,NA,"not applicable - final decision","",NA,2,"","May 1, 2016",NA,"GIS selected","0","WRSA","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,451209.3368,7068021.372,451557.5422,7067988.562,451524.7326,7067640.357,NA,NA,0.1225,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SHI-IntC.2004","SHI"
"SHI-IntE","Int-1-5A (SHI#2 A)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","18377_A_R4",NA,NA,"not applicable - final decision","",NA,3,"","May 1, 2016",NA,"GIS selected","0","DUNL","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",16,646800,7071400,647150,7071400,647150,7071050,NA,NA,0.1225,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"SHI-IntE.2004","SHI"
"SHI-IntE","Int-1-5A (SHI#2 A)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","18377_A_R4",NA,NA,"not applicable - final decision","",NA,3,"","May 1, 2016",NA,"GIS selected","0","REPH","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",16,646800,7071400,647150,7071400,647150,7071050,NA,NA,0.1225,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SHI-IntE.2004","SHI"
"SHI-IntF","Int-1-5B (SHI#2 B)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","18378_A_R4",NA,NA,"not applicable - final decision","",NA,3,"","May 1, 2016",NA,"GIS selected","0","DUNL","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",16,647500,7071400,647850,7071400,647850,7071050,NA,NA,0.1225,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SHI-IntF.2004","SHI"
"SHI-IntF","Int-1-5B (SHI#2 B)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","18378_A_R4",NA,NA,"not applicable - final decision","",NA,3,"","May 1, 2016",NA,"GIS selected","0","REPH","Shorebirds",1,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",16,647500,7071400,647850,7071400,647850,7071050,NA,NA,0.1225,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"SHI-IntF.2004","SHI"
"SHI-IntG","Int-1-5C (SHI#2 C)",2004,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Southampton","4","Southampton Island","4.1","18378_A_R4",NA,NA,"not applicable - final decision","",NA,3,"","May 1, 2016",NA,"GIS selected","0","DUNL","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",16,647850,7071750,352106.4813,7071735.595,352073.6543,7071387.139,647850,7071400,0.1225,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SHI-IntG.2004","SHI"
